review_text,rating,review_date,bank_name,source
"Can got 0 ⭐ Please ! this App is completely Scam Becouse I made payment in other bank option in the App but the APP (-) mY BALANCE BUT NO successful notification to get screen shoot, no SMS and no Transaction history and I alerdy lost my mony becous my clint also does not get the mony i sent! I pay but I didn't got mony! stey away frim CBE",1,2024-05-19,CBE,Google Play
"Improve the transaction history it misleading when you don't update the transaction correctly, and make it record the monthly Fee that deducted from our account, at this point the messages are more reliable",3,2024-06-08,CBE,Google Play
It's refreshing not working since last update. I already authenticated and signed in to my account but it says no available when I clicked on service.,1,2020-11-16,CBE,Google Play
"If you forgot your password you have to go to the bank which is so tiring, there should be a link on the app that helps you recover your password. And it has huge problem using the app to send money.",1,2020-10-20,CBE,Google Play
"The app is not compatible with certain devices. For example, with samsung galaxy note edge.",2,2020-08-25,CBE,Google Play
"On the previous version i used to have the remaining balance after each transaction, that was so helpful. But know its just the last remaining balance zat u can check. Zats not good",3,2020-08-16,CBE,Google Play
i believe that the updated mobile application will answer many of the users question and it is recommended that iphone users use the one downloaded from the app store rather than the one downloaded from the play store.,5,2024-02-27,CBE,Google Play
"Please add the ability to view all transaction history, and pressing back on sub pages should not display logout confirmation. Plus, self registration should be a thing",3,2021-08-21,CBE,Google Play
This app is not dependable and it fail to sync often. By far the sms version is better. Please try to solve it soon.,2,2020-11-07,CBE,Google Play
"Now that I could change b/n accounts easily, I'm much satisfied with this app; and I upgrade my rating to 5 star. However, I wish the app would enable to produce report a history of at least 3 months.",5,2023-03-23,CBE,Google Play
"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string",5,2022-10-02,CBE,Google Play
First time tha i get happy by CBE's achievements. Congrats CBE Simple to use and uptodate. Go on and it will be nice if you add the investment options so that we can invest online too. Good Job,5,2020-07-08,CBE,Google Play
"I keep getting error pop ups on my screen even after closing the app and when i am using other apps, please fix this bug.",3,2020-09-15,CBE,Google Play
The application is best based on the online banking system. But sometimes it shows previous balance when logging in and it confuses after making transaction,5,2022-08-07,CBE,Google Play
"The app stop to show me the balance, but it synchronized while refreshing in contrary all of the services are not available . No online care available , amazing millions of customer waiting physical contact for routine solution .",1,2023-07-01,CBE,Google Play
"It is a good app. But it is better to add the following features in the next version, 1) Add ATM withdrawal option 2) Password reset option 4) Finger print option 3) E-receipt",4,2024-01-26,CBE,Google Play
"It was better if it showed at least the last 20 transactions, and one good thing is you can search people from history by their name.",3,2024-01-11,CBE,Google Play
"I am out of Ethiopia I used to this app.It's very nice to use. but now I can't use. Also i tried the new version 4.1 and it doesn't work. I can't check my balance,transfer.... please help me!! how to solve the following problems? => can't sync & => none available",4,2020-07-27,CBE,Google Play
